raceId,driverId,constructorId,grid,positionOrder,top3,year,round,circuitId,driver_nationality,driver_age,constructor_nationality,quali_position
33,12,4,12,4,0,2008,16,16,Brazilian,23.21697467488022,French,12.0
33,15,7,7,5,0,2008,16,16,Italian,34.25051334702259,Japanese,7.0
33,20,5,9,6,0,2008,16,16,German,21.27857631759069,Italian,9.0
33,13,6,5,7,0,2008,16,16,Brazilian,27.46611909650924,Italian,5.0
33,17,9,13,8,0,2008,16,16,Australian,32.12594113620808,Austrian,13.0
33,2,2,16,9,0,2008,16,16,German,31.42505133470226,German,16.0
33,7,5,10,10,0,2008,16,16,French,29.620807665982205,Italian,10.0
33,3,3,15,11,0,2008,16,16,German,23.293634496919918,British,15.0
33,1,1,1,12,0,2008,16,16,British,23.761806981519506,British,1.0
33,22,11,17,13,0,2008,16,16,Brazilian,36.388774811772755,Japanese,17.0
33,18,11,18,14,0,2008,16,16,British,28.73100616016427,Japanese,18.0
33,6,3,14,15,0,2008,16,16,Japanese,23.750855578370977,British,14.0
33,21,10,20,16,0,2008,16,16,Italian,35.742642026009584,Indian,20.0
33,5,1,3,17,0,2008,16,16,Finnish,26.981519507186857,British,3.0
33,16,10,19,18,0,2008,16,16,German,25.752224503764545,Indian,19.0
33,10,7,8,19,0,2008,16,16,German,26.570841889117045,Japanese,8.0
33,14,9,11,20,0,2008,16,16,British,37.54688569472964,Austrian,11.0
34,1,1,1,1,1,2008,17,17,British,23.78097193702943,British,1.0
34,13,6,3,2,1,2008,17,17,Brazilian,27.485284052019164,Italian,3.0
34,8,6,2,3,1,2008,17,17,Finnish,29.00752908966461,Italian,2.0
34,4,4,4,4,0,2008,17,17,Spanish,27.225188227241617,French,4.0
34,2,2,9,5,0,2008,17,17,German,31.444216290212182,German,7.0
34,9,2,11,6,0,2008,17,17,Polish,23.865845311430526,German,12.0
34,10,7,12,7,0,2008,17,17,German,26.590006844626966,Japanese,13.0
34,12,4,10,8,0,2008,17,17,Brazilian,23.236139630390145,French,11.0
34,20,5,6,9,0,2008,17,17,German,21.297741273100616,Italian,8.0
34,14,9,15,10,0,2008,17,17,British,37.56605065023956,Austrian,16.0
34,22,11,13,11,0,2008,17,17,Brazilian,36.407939767282684,Japanese,14.0
34,6,3,17,12,0,2008,17,17,Japanese,23.770020533880903,British,17.0
34,7,5,8,13,0,2008,17,17,French,29.639972621492127,Italian,10.0
34,17,9,16,14,0,2008,17,17,Australian,32.145106091718,Austrian,6.0
34,3,3,14,15,0,2008,17,17,German,23.312799452429843,British,15.0
34,18,11,18,16,0,2008,17,17,British,28.750171115674195,Japanese,18.0
34,21,10,20,17,0,2008,17,17,Italian,35.761806981519506,Indian,20.0
